chembl_id,generic_name,max_phase,mol_type,n_synonyms,brand_names,research_codes
CHEMBL5095465,zifcasiran,2.0,Oligonucleotide,6,zifcasiran|zifcasiran,ads-007
CHEMBL513,carmustine,4.0,Small molecule,26,bicnu|carmustine|carmustine|carmustine|carmustine medac (previously carmustine obvius),bcnu|dti-015|fda-0345|nsc-409962|sk-27702
CHEMBL513909,bi-2536,2.0,Small molecule,8,,bi2536
CHEMBL514,lomustine,4.0,Small molecule,16,ccnu|ceenu|gleostine|lomustine|lomustine,ccn-u|ccnu|nsc-79037
CHEMBL515,chlorambucil,4.0,Small molecule,16,chlorambucil|leukeran,cb-1348|nci-3088|nsc-3088
CHEMBL517712,atropine,4.0,Small molecule,13,atroject|atropen|atrophate|atropine|atropine (autoinjector),
CHEMBL5187755,atirmociclib,2.0,Small molecule,7,atirmociclib|atirmociclib,pf-07220060|pf07220060
CHEMBL518924,mavorixafor,4.0,Small molecule,16,mavorixafor|mavorixafor|xolremdi,amd-070|amd070|amd-11070|amd11070|x 4p-001
CHEMBL5199076,lunresertib,2.0,Small molecule,18,lunresertib|lunresertib,rp-6306|rp6306
CHEMBL5202010,rogocekib,2.0,Small molecule,3,rogocekib,
CHEMBL521,ibuprofen,4.0,Small molecule,134,aches-n-pain|advil|advil liqui-gels|advil migraine liqui-gels|anadin joint pain,ib-100|ip-82|m01ae01|nsc-256857|rd 13621
CHEMBL521078,porfiromycin,3.0,Small molecule,11,porfiromycin|porfiromycin|porfiromycin,"nsc-56410|u-14,743|u-14743"
CHEMBL521686,olaparib,4.0,Small molecule,32,lynparza|olaparib|olaparib,az-2281|az2281|azd-2281|azd2281|ku-0059436
CHEMBL521851,pictilisib,2.0,Small molecule,18,pictilisib|pictilisib,cdc-0941|gdc 0941|gdc-0941
CHEMBL522892,dovitinib,3.0,Small molecule,7,dovitinib,chir-258|gfki-258|nvp-tki258|tki-258
CHEMBL525610,teriparatide,4.0,Protein,30,bonsity|forsteo|forteo|kauliv|livogiva,ly 333334|ly-333334|ly333334|zt-034
CHEMBL526,propofol,4.0,Small molecule,24,diprivan|disoprivan|propofol|propofol|propofol,"ici 35,868|ici 35-868|ici-35868|ici35,868|nsc-5105"
CHEMBL52609,doxribtimine,2.0,Small molecule,15,doxribtimine|doxribtimine|doxribtimine component of mt-1621  2'-deoxythymidine,2'deoxythymidine|mt1621 (dt)|nsc-21548
CHEMBL5269917,segigratinib,2.0,Small molecule,3,segigratinib,
CHEMBL5277528,fosdesdenosine sipalabenamide,2.0,Small molecule,5,fosdesdenosine sipalabenamide,
CHEMBL52885,enmd-981693,2.0,Small molecule,9,,enmd 981693|mkc-1|r-440|ro-317453|ro 31-7453
CHEMBL529,azithromycin,4.0,Small molecule,47,azasite|azithromycin|azithromycin|azithromycin|azithromycin,"cp 62993|cp-62,993|cp-62993|nsc-758625|xz 405"
CHEMBL5314346,verteporfin,4.0,Small molecule,17,verteporfin|verteporfin|verteporfin|visudyne,"cl 318,952|cl-318952"
CHEMBL5314348,bivalirudin,4.0,Protein,18,angiomax|angiomax rtu|angiox|bivalirudin|bivalirudin,bg-8967|bg8967
CHEMBL5314357,etaracizumab,2.0,Antibody,9,abegrin|abegrin vitaxin|etaracizumab|etaracizumab,etaratuzumab|hlm60|medi-522
CHEMBL5314362,entecavir,4.0,Small molecule,23,baraclude|entecavir|entecavir|entecavir|entecavir accord,bms-200475-01|sq-34676|sq34676
CHEMBL5314371,manganese chloride,4.0,Small molecule,14,lumenhance,cmc-001|cmc001
CHEMBL5314375,cidofovir,4.0,Small molecule,16,cidofovir|cidofovir|cidofovir|cidofovir|vistide,gs-0504|nsc-742135
CHEMBL5314376,hyaluronic acid,4.0,Unknown,4,,
CHEMBL5314378,caspofungin acetate,4.0,Small molecule,11,cancidas|cancidas (previously caspofungin msd)|caspofungin accord|caspofungin acetate|caspofungin acetate,mk-0991
CHEMBL5314380,pasireotide diaspartate,4.0,Protein,5,signifor,
CHEMBL5314381,irinotecan sucrosofate,3.0,Unknown,4,irinotecan sucrosofate,mm-398|pep-02
CHEMBL5314391,xl-999,2.0,Small molecule,3,,xl-999
CHEMBL5314412,zotizalkib,2.0,Small molecule,8,zotizalkib,tpx-0131|tpx0131
CHEMBL5314413,lartesertib,2.0,Small molecule,9,lartesertib,m-4076|m4076
CHEMBL5314418,afp-464,2.0,Small molecule,4,,afp464
CHEMBL5314428,zanzalintinib,3.0,Small molecule,8,zanzalintinib|zanzalintinib,xl-092|xl092
CHEMBL5314429,tamnorzatinib,2.0,Small molecule,7,tamnorzatinib,ono-7475
CHEMBL5314431,zamaporvint,2.0,Small molecule,4,zamaporvint,
CHEMBL5314436,plogosertib,2.0,Small molecule,3,plogosertib,
CHEMBL5314440,sacibertinib,2.0,Small molecule,3,sacibertinib,
CHEMBL5314447,vulolisib,2.0,Small molecule,3,vulolisib,
CHEMBL5314452,adrixetinib,2.0,Small molecule,3,adrixetinib,
CHEMBL5314454,boditrectinib,2.0,Small molecule,12,boditrectinib,aum-601|aum601|chc-2014|chc2014|hl-5101
CHEMBL5314458,emzeltrectinib,2.0,Small molecule,3,emzeltrectinib,
CHEMBL5314461,ficonalkib,2.0,Small molecule,3,ficonalkib,
CHEMBL5314463,fulzerasib,2.0,Small molecule,3,fulzerasib,
CHEMBL5314466,gumelutamide,2.0,Small molecule,3,gumelutamide,
CHEMBL5314468,lutetium (lu177) rofapitide tetraxetan,2.0,Protein,3,lutetium (lu177) rofapitide tetraxetan,
CHEMBL5314470,mifanertinib,2.0,Small molecule,3,mifanertinib,
CHEMBL5314471,migoprotafib,2.0,Small molecule,13,migoprotafib|migoprotafib,gdc-1971|rg-6433|rg6433|rly-1971|ro-7517834
CHEMBL5314475,palazestrant,3.0,Small molecule,7,palazestrant|palazestrant,op-1250
CHEMBL5314476,pocenbrodib,2.0,Small molecule,6,pocenbrodib|pocenbrodib,ft-7051
CHEMBL5314480,resencatinib,2.0,Small molecule,3,resencatinib,
CHEMBL5314490,tivumecirnon,2.0,Small molecule,12,tivumecirnon|tivumecirnon,f003475|flx-3475|flx3475|flx-475|flx475
CHEMBL5314494,zavondemstat,2.0,Small molecule,3,zavondemstat,
CHEMBL5314497,zidesamtinib,2.0,Small molecule,12,zidesamtinib|zidesamtinib,nu-0002362|nu-0002362-006|nu-0002362-009|nu-2362-010|nu-520
CHEMBL5314501,abefolastat tesaroxetan,2.0,Small molecule,3,abefolastat tesaroxetan,
CHEMBL5314510,canlitinib,2.0,Small molecule,3,canlitinib,
CHEMBL5314511,cinsebrutinib,2.0,Small molecule,3,cinsebrutinib,
CHEMBL5314512,civorebrutinib,2.0,Small molecule,3,civorebrutinib,
CHEMBL5314515,davelizomib,2.0,Small molecule,3,davelizomib,
CHEMBL5314517,emilumenib,2.0,Small molecule,4,emilumenib,ds-1594a
CHEMBL5314518,glecirasib,2.0,Small molecule,3,glecirasib,
CHEMBL5314520,igermetostat,2.0,Small molecule,3,igermetostat,
CHEMBL5314521,imdatifan,2.0,Small molecule,3,imdatifan,
CHEMBL5314523,lacutoclax,2.0,Small molecule,3,lacutoclax,
CHEMBL5314526,lerzeparib,2.0,Small molecule,3,lerzeparib,
CHEMBL5314528,luxdegalutamide,2.0,Small molecule,3,luxdegalutamide,
CHEMBL5314533,opevesostat,3.0,Small molecule,6,opevesostat,odm208
CHEMBL5314535,pimicotinib,3.0,Small molecule,11,pimicotinib|pimicotinib,absk-021-0 free base anhydrous|absk-021-7|absk-021 free base anhydrous|absk021 free base anhydrous|absk021-nx
CHEMBL5314537,resigratinib,2.0,Small molecule,3,resigratinib,
CHEMBL5314538,rezatapopt,2.0,Small molecule,8,rezatapopt|rezatapopt,pc-14586|pc14586
CHEMBL5314539,rocbrutinib,2.0,Small molecule,4,rocbrutinib,
CHEMBL5314540,sontigidomide,2.0,Small molecule,3,sontigidomide,
CHEMBL5314541,tacaciclib,2.0,Small molecule,5,tacaciclib,aur-102|aur102
CHEMBL5314543,tegeprotafib,2.0,Small molecule,3,tegeprotafib,
CHEMBL5314545,tibremciclib,2.0,Small molecule,3,tibremciclib,
CHEMBL5314547,uplarafenib,2.0,Small molecule,3,uplarafenib,
CHEMBL5314551,adakitug,2.0,Antibody,17,adakitug|adakitug,ail8|bms-986253|bms986253|bms-986253-01|humax-il8
CHEMBL5314559,flotufolastat f-18 gallium,4.0,Small molecule,5,flotufolastat f 18 gallium|posluma,rhpsma-7.3
CHEMBL5314570,catequentinib hydrochloride,3.0,Small molecule,7,catequentinib hydrochloride,al-3818 dihydrochloride|al3818 dihydrochloride
CHEMBL5314613,ozekibart,2.0,Antibody,9,ozekibart|ozekibart,inbrx-109|inbrx109
CHEMBL5314616,anvatabart pactil,2.0,Antibody drug conjugate,6,anvatabart pactil|anvatabart pactil,arx788 mab
CHEMBL5314641,suratadenoturev,2.0,Unknown,4,suratadenoturev|telomelysin,obp-301
CHEMBL5314655,anbalcabtagene autoleucel,2.0,Gene,3,anbalcabtagene autoleucel,
CHEMBL5314663,ciduvectamig,2.0,Antibody,3,ciduvectamig,
CHEMBL5314665,dalnicastobart,2.0,Antibody,3,dalnicastobart,
CHEMBL5314666,danvilostomig,2.0,Antibody,3,danvilostomig,
CHEMBL5314667,dargistotug,2.0,Antibody,5,dargistotug,m-6223
CHEMBL5314672,eldocasiran,2.0,Oligonucleotide,3,eldocasiran,
CHEMBL5314674,equecabtagene autoleucel,2.0,Gene,3,equecabtagene autoleucel,
CHEMBL5314677,exlinkibart,2.0,Antibody,5,exlinkibart,lvgn-6051
CHEMBL5314680,forimtamig,2.0,Antibody,10,forimtamig|forimtamig,rg-6234|rg6234|ro-7425781|ro7425781|theme 70238
CHEMBL5314682,igrelimogene litadenorepvec,2.0,Gene,3,igrelimogene litadenorepvec,
CHEMBL5314683,inaleucel,2.0,Cell,3,inaleucel,
CHEMBL5314684,ispectamab tazide,2.0,Antibody drug conjugate,4,ispectamab tazide,sp-8893
CHEMBL5314685,izeltabart,2.0,Antibody,3,izeltabart,
CHEMBL5314686,linavonkibart,2.0,Antibody,8,linavonkibart|linavonkibart,srk-181
CHEMBL5314688,lipustobart,2.0,Antibody,3,lipustobart,
CHEMBL5314689,lunaxafusp,2.0,Protein,3,lunaxafusp,
CHEMBL5314693,nadravaleucel,2.0,Cell,6,nadravaleucel|nadravaleucel,gda-201|nam-nk
CHEMBL5314697,ninsipapogene sibamarepvec,2.0,Gene,3,ninsipapogene sibamarepvec,
CHEMBL5314698,perenostobart,2.0,Antibody,5,perenostobart,srf-617
CHEMBL5314700,pomlucabtagene autoleucel,2.0,Gene,3,pomlucabtagene autoleucel,
CHEMBL5314701,pradusinstobart,2.0,Antibody,6,pradusinstobart,lvgn-3616|lvgn3616
CHEMBL5314702,raludotatug,2.0,Antibody,3,raludotatug,
CHEMBL5314703,raxorulimogene belzovacirepvec,2.0,Gene,3,raxorulimogene belzovacirepvec,
CHEMBL5314706,rilvegostomig,3.0,Antibody,9,rilvegostomig|rilvegostomig,azd-2936|azd2936
CHEMBL5314708,satricabtagene autoleucel,2.0,Gene,7,satricabtagene autoleucel|satricabtagene autoleucel,car-cldn18.2 t cells|ct-041|ct041
CHEMBL5314711,torulimogene lonferencel,2.0,Gene,3,torulimogene lonferencel,
CHEMBL5314712,trastuzumab rezetecan,2.0,Antibody drug conjugate,5,trastuzumab rezetecan,
CHEMBL5314713,tremtelectogene empogeditemcel,2.0,Gene,3,tremtelectogene empogeditemcel,
CHEMBL5314714,umitrelimorgene autodencel,2.0,Gene,3,umitrelimorgene autodencel,
CHEMBL5314715,umizortamig,2.0,Antibody,3,umizortamig,
CHEMBL5314716,varnimcabtagene autoleucel,2.0,Gene,3,varnimcabtagene autoleucel,
CHEMBL5314722,alemtuzumab beta,2.0,Antibody,3,alemtuzumab beta,
CHEMBL5314724,basiliximab sarotalocan,2.0,Antibody drug conjugate,3,basiliximab sarotalocan,
CHEMBL5314726,besvatresgene autoleucel,2.0,Gene,3,besvatresgene autoleucel,
CHEMBL5314729,brenetafusp,3.0,Protein,7,brenetafusp|brenetafusp,imc f106c|imc-f106c
CHEMBL5314730,cemavafusp,2.0,Protein,3,cemavafusp,
CHEMBL5314732,durcabtagene autoleucel,2.0,Gene,3,durcabtagene autoleucel,
CHEMBL5314734,ederimotide,2.0,Protein,5,ederimotide,
CHEMBL5314741,etimumotide,2.0,Protein,3,etimumotide,
CHEMBL5314742,eurestobart,2.0,Antibody,6,eurestobart,es-002023|es002023
CHEMBL5314745,imsamotide,2.0,Protein,3,imsamotide,
CHEMBL5314746,inaticabtagene autoleucel,2.0,Gene,3,inaticabtagene autoleucel,
CHEMBL5314752,marlumotide,2.0,Protein,5,marlumotide,
CHEMBL5314753,murcidencel,2.0,Cell,3,murcidencel,
CHEMBL5314754,muzastotug,2.0,Antibody,5,muzastotug,adg126
CHEMBL5314755,nebratamig,2.0,Antibody,3,nebratamig,
CHEMBL5314756,oberotatug,2.0,Antibody,4,oberotatug|oberotatug,
CHEMBL5314757,oberotatug ravtansine,2.0,Antibody drug conjugate,8,oberotatug ravtansine|oberotatug ravtansine,men-1309|obt-076
CHEMBL5314758,obertamig,2.0,Antibody,3,obertamig,
CHEMBL5314764,prizloncabtagene autoleucel,2.0,Gene,4,prizloncabtagene autoleucel,
CHEMBL5314765,puxitatug,2.0,Antibody,5,puxitatug|puxitatug,int-016
CHEMBL5314766,puxitatug samrotecan,2.0,Antibody drug conjugate,7,puxitatug samrotecan|puxitatug samrotecan,azd-8205|azd8205
CHEMBL5314767,quazomotide,2.0,Protein,5,quazomotide,
CHEMBL5314770,rolistobart,2.0,Antibody,3,rolistobart,
CHEMBL5314771,sabestomig,2.0,Antibody,4,sabestomig,
CHEMBL5314774,sotiburafusp alfa,2.0,Protein,3,sotiburafusp alfa,
CHEMBL5314775,sovipostobart,2.0,Antibody,4,sovipostobart,
CHEMBL5314777,suvutresgene autoleucel,2.0,Gene,3,suvutresgene autoleucel,
CHEMBL5314779,timdarpacept,2.0,Protein,3,timdarpacept,
CHEMBL5314780,tinocabtagene autoleucel,2.0,Gene,3,tinocabtagene autoleucel,
CHEMBL5314782,trastuzumab botidotin,2.0,Antibody drug conjugate,6,trastuzumab botidotin,a-166|a166
CHEMBL5314783,trovocabtagene autoleucel,2.0,Gene,3,trovocabtagene autoleucel,
CHEMBL5314786,verzistobart,2.0,Antibody,11,verzistobart|verzistobart,agen-2390|agen2390|incagn-02390|incagn02390
CHEMBL5314787,vididencel,2.0,Cell,3,vididencel,
CHEMBL5314788,vonsetamig,2.0,Antibody,3,vonsetamig,
CHEMBL5314789,vorumotide,2.0,Protein,5,vorumotide,
CHEMBL5314790,zovostotug,2.0,Antibody,3,zovostotug,
CHEMBL5314808,alextatug,2.0,Antibody,4,alextatug,
CHEMBL5314811,bezetabart,2.0,Antibody,5,bezetabart,sp-7219|sp7219
CHEMBL5314812,bezetabart debotansine,2.0,Antibody drug conjugate,6,bezetabart debotansine,sp7675|stro-001
CHEMBL5314815,cabotamig,2.0,Antibody,4,cabotamig,
CHEMBL5314816,cemacabtagene ansegedleucel,2.0,Gene,3,cemacabtagene ansegedleucel,
CHEMBL5314819,cibrigirsen,2.0,Oligonucleotide,3,cibrigirsen,
CHEMBL5314826,efercoleukin alfa,2.0,Protein,3,efercoleukin alfa,
CHEMBL5314827,efpegerglucagon,2.0,Protein,5,efpegerglucagon,hm-15136
CHEMBL5314828,enavermotide,2.0,Protein,3,enavermotide,
CHEMBL5314830,evalstotug,2.0,Antibody,5,evalstotug,ba-3071
CHEMBL5314831,fanastomig,2.0,Antibody,3,fanastomig,
CHEMBL5314832,fencabtagene autoleucel,2.0,Gene,5,fencabtagene autoleucel,tactic-2
CHEMBL5314833,firicabtagene autoleucel,2.0,Gene,3,firicabtagene autoleucel,
CHEMBL5314836,gengleucel,2.0,Cell,3,gengleucel,
CHEMBL5314837,givastomig,2.0,Antibody,3,givastomig,
CHEMBL5314839,ibentatug,2.0,Antibody,5,ibentatug,zb-131
CHEMBL5314841,izalontamab brengitecan,2.0,Antibody drug conjugate,3,izalontamab brengitecan,
CHEMBL5314842,izastobart,2.0,Antibody,5,izastobart,tj-210001
CHEMBL5314843,lancastotug,2.0,Antibody,6,lancastotug,ak-127
CHEMBL5314845,limaresiquimod,2.0,Protein,3,limaresiquimod,
CHEMBL5314846,lucicebtide,2.0,Protein,6,lucicebtide|lucicebtide,st-101 (d-amino acid peptide)|st101 (peptide)
CHEMBL5314847,lumrotatug,2.0,Antibody,5,lumrotatug,
CHEMBL5314852,negalstobart,2.0,Antibody,5,negalstobart,
CHEMBL5314855,omramotide,2.0,Protein,3,omramotide,
CHEMBL5314856,onacrisantaspase,2.0,Enzyme,3,onacrisantaspase,
CHEMBL5314857,onvapegleukin alfa,2.0,Protein,3,onvapegleukin alfa,
CHEMBL5314858,opelkibart,2.0,Antibody,5,opelkibart,m-1224|m1224
CHEMBL5314859,opelkibart elmanitin,2.0,Antibody drug conjugate,3,opelkibart elmanitin,
CHEMBL5314861,oximbomotide,2.0,Protein,3,oximbomotide,
CHEMBL5314862,pamvatamig,2.0,Antibody,4,pamvatamig,
CHEMBL5314865,pobrolitide,2.0,Protein,3,pobrolitide,
CHEMBL5314867,ragistomig,2.0,Antibody,3,ragistomig,
CHEMBL5314870,repicericel,2.0,Cell,3,repicericel,
CHEMBL5314871,rezetamig,2.0,Antibody,5,rezetamig,jnj75348780
CHEMBL5314872,rezorstobart,2.0,Antibody,5,rezorstobart,imt009
CHEMBL5314873,ribrecabtagene autoleucel,2.0,Gene,3,ribrecabtagene autoleucel,
CHEMBL5314875,sacituzumab tirumotecan,3.0,Antibody drug conjugate,8,sacituzumab tirumotecan,mk2870|skb-264
CHEMBL5314878,sigvotatug,2.0,Antibody,3,sigvotatug,
CHEMBL5314879,sigvotatug vedotin,3.0,Antibody drug conjugate,4,sigvotatug vedotin,
CHEMBL5314883,sucantomotide,2.0,Protein,3,sucantomotide,
CHEMBL5314886,trastuzumab brengitecan,2.0,Antibody drug conjugate,3,trastuzumab brengitecan,
CHEMBL5314888,troculeucel,2.0,Cell,8,troculeucel,snk-01
CHEMBL5314889,ucasareotide dasaroxetan,2.0,Protein,4,ucasareotide dasaroxetan,
CHEMBL5314890,uprevstobart,2.0,Antibody,5,uprevstobart,inca-00186
CHEMBL5314892,vevoctadekin,2.0,Protein,4,vevoctadekin,
CHEMBL5314894,vilastobart,2.0,Antibody,3,vilastobart,
CHEMBL5314896,xirestomig,2.0,Antibody,5,xirestomig,atg101
CHEMBL5314903,zelenectide pevedotin,2.0,Protein,8,zelenectide pavedotin|zelenectide pevedotin|zelenectide pevedotin,bt-8009|bt8009
CHEMBL5314911,bms-986310,2.0,Small molecule,2,,
CHEMBL5314915,enzomenib,2.0,Small molecule,5,enzomenib,
CHEMBL5314933,tuvusertib,2.0,Small molecule,9,tuvusertib|tuvusertib,m-1774|m1774
CHEMBL5314936,lutetium lu 177 zadavotide guraxetan,2.0,Small molecule,5,lutetium lu 177 zadavotide guraxetan,
CHEMBL5314940,alovudine f-18,2.0,Small molecule,11,,
CHEMBL5314943,sar-bbn cu-64,2.0,Unknown,3,,
CHEMBL5314951,sonrotoclax,3.0,Small molecule,9,sonrotoclax|sonrotoclax,bgb-11417|bgb11417
CHEMBL5314968,unecritinib,2.0,Small molecule,6,unecritinib,tqb3101
CHEMBL5314973,etentamig,3.0,Antibody,8,etentamig|etentamig,abbv-383
CHEMBL5314978,bb-1701,2.0,Unknown,2,,
CHEMBL5314987,gotistobart,3.0,Antibody,4,gotistobart,
CHEMBL5314988,keyhole limpet hemocyanin,3.0,Unknown,1,,
CHEMBL5314998,prolgolimab,3.0,Antibody,2,,
CHEMBL5315001,tobemstomig,2.0,Antibody,15,tobemstomig|tobemstomig,anti-pd1/anti-lag3 bispecific antibody ro7247669|pd1-lag3|pd1-lag3 bsab (ro-7247669)|pd1-lag3 (ro-7247669)|pd1/lag3 (ro-7247669)
CHEMBL5315003,vidutolimod,2.0,Unknown,2,vidutolimod component of cmp-001  cpg-a oligodeoxynucleotide tlr9 agonist,
CHEMBL5315007,firastotug,2.0,Antibody,7,firastotug,adg-116
CHEMBL5315008,acimtamig,2.0,Antibody,9,acimtamig,afm-13
CHEMBL5315010,falbikitug,2.0,Antibody,11,falbikitug|falbikitug,azd-0171|azd0171|msc-1
CHEMBL5315022,nelistotug,2.0,Antibody,8,nelistotug|nelistotug,gsk-6097608
CHEMBL5315023,nezutatug,2.0,Antibody,5,nezutatug,
CHEMBL5315026,certepetide,2.0,Protein,9,certepetide|certepetide,cend-1|lsta-1|lsta1
CHEMBL5315030,trastuzumab vedotin,3.0,Antibody drug conjugate,8,trastuzumab vedotin,mrg-002
CHEMBL5315040,enlonstobart,3.0,Antibody,6,enlonstobart,sg-001
CHEMBL5315042,benmelstobart,3.0,Antibody,10,benmelstobart,apl-502|apl502|cbt-502|cbt502|tqb-2450
CHEMBL5315067,autologous peripheral-blood mononuclear cells including a minimum of 50 million autologous cd54+ cells activated with prostatic acid phosphatase granulocyte-macrophage colony-stimulating factor,4.0,Unknown,2,provenge,
CHEMBL5315073,triptorelin acetate,3.0,Protein,3,ovugel,
CHEMBL5315077,tilmanocept,4.0,Small molecule,3,lymphoseek,
CHEMBL5315122,bortezomib d-mannitol,4.0,Small molecule,9,bortezomib accord|bortezomib fresenius kabi|bortezomib hospira|bortezomib sun|velcade,
CHEMBL5315124,levofloxacin,4.0,Small molecule,28,evoxil|iquix|levaquin|levofloxacin|levofloxacin,dr-3355|rwj-25213
CHEMBL532,erythromycin,4.0,Small molecule,55,akne-mycin|aknemycin plus|a/t/s|c-solve-2|e-base,j01fa01|nsc-55929
CHEMBL53463,doxorubicin,4.0,Small molecule,15,adriblastina|doxorubicin|doxorubicin|doxorubicin,nsc-123127|nsc-759155
CHEMBL535,sunitinib,4.0,Small molecule,12,sunitinib|sunitinib accord,nsc-736511|nsc-750690|su-011248|su011248|su-11248
CHEMBL538943,vinorelbine tartrate,4.0,Small molecule,15,navelbine|vinorelbine tartrate|vinorelbine tartrate,tlc-178|tlc178
CHEMBL539378,laniquidar,2.0,Small molecule,2,laniquidar,
CHEMBL545,alcohol,4.0,Small molecule,49,ablysinol|alcohol component of avagard|alcohol component of hbn-1  ethanol|methylated mineral|spirigel,b3324|fema no. 2419|nci-c03134|nsc-85228|pm-6193-200
CHEMBL545315,canertinib dihydrochloride,3.0,Small molecule,9,canertinib dihydrochloride,ci-1033|pd-0183805|pd-0183805-002b|pd-183805|sn-26606
CHEMBL547,isotretinoin,4.0,Small molecule,31,absorica|absorica ld|accutane|amnesteem|claravis,nsc-758156|pat-001|ro 4-3780|ro-4-3780|ro-43780
CHEMBL5483015,arsenic trioxide,4.0,Small molecule,23,arsenic trioxide|arsenic trioxide accord|arsenic trioxide medac|arsenic trioxide mylan|trisenox,nsc-759274|nsc-92859
CHEMBL54918,5-fluorouridine,2.0,Small molecule,2,,nsc-146604
CHEMBL549386,fotemustine,3.0,Small molecule,8,fotemustine,s-10036|s10036
CHEMBL55,pentamidine,4.0,Small molecule,15,pentacarinat|pentamidine,gnf-pf-3680|mb-800|mb-800 (as isethionate)|mb 800 free base|mb-800 free base
CHEMBL550,pilocarpine,4.0,Small molecule,13,ocusert pilo|ocusert pilo-20|ocusert pilo-40,
CHEMBL551466,aclidinium bromide,4.0,Small molecule,25,aclidinium bromide|aclidinium bromide|aclidinium bromide component of duaklir pressair|bretaris genuair|eklira,14115700|las 34273|las-34273|las34273|las 34273 micronized
CHEMBL553,erlotinib,4.0,Small molecule,11,erlotinib,"cp-358,774|cp-358774|cp-35877401|r-1415|rg-1415"
CHEMBL553025,vinorelbine,4.0,Small molecule,10,vinorelbine|vinorelbine,nsc-760087
CHEMBL554,lapatinib,4.0,Small molecule,30,lapatinib|tyverb,gsk-572016|gw-2016|gw-572016|gw572016|gw-572016x
CHEMBL55400,proflavine,2.0,Small molecule,5,proflavine,
CHEMBL556,deferoxamine,4.0,Small molecule,11,deferoxamine|deferoxamine|desferrioxamine,nsc-527604
CHEMBL55643,copper,4.0,Small molecule,16,cosmetic bronze powder vp-1|cosmetic copper powder vp-1|cu-7|paragard t 380a|tatum-t,
CHEMBL5567890,zomiradomide,2.0,Small molecule,3,zomiradomide,
CHEMBL5569567,muvadenant,2.0,Small molecule,3,muvadenant,
CHEMBL56337,epalrestat,4.0,Small molecule,7,epalrestat,
CHEMBL56367,nimesulide,4.0,Small molecule,10,aulin|nimesulide,nsc-758412|r 805|r-805
CHEMBL566,uracil,3.0,Small molecule,15,uracil,bms-205603-01|nsc-3970|sq-6201|sq-7726|sq-8493
CHEMBL567,perphenazine,4.0,Small molecule,16,chlorpiprazine|decentan|fentazin|perphenazine|perphenazine,nsc-150866
CHEMBL570,triflupromazine,4.0,Small molecule,7,nivoman|triflupromazine|vesprin|vetame,
CHEMBL571209,indoximod,2.0,Small molecule,9,indoximod|indoximod,d-1mt|nlg-8189|nsc-721782
CHEMBL571546,tirbanibulin,4.0,Small molecule,16,klisyri|tirbanibulin|tirbanibulin,kx-01|kx01|kx-2-391|kx-2391|kx2-391
CHEMBL572284,ombrabulin,3.0,Small molecule,8,ombrabulin,ac7700|ave-8062|ave8062
CHEMBL573,niacin,4.0,Small molecule,25,niacin|niacin component of advicor|niacin component of simcor|niacin td|niacor,nsc-169454
CHEMBL573352,tas-106,2.0,Small molecule,4,,
CHEMBL574,p-toluenesulfonamide,3.0,Small molecule,10,,nsc-9908
CHEMBL574737,ucn-01,2.0,Small molecule,8,,krx-0601|kw-2401|nsc-638850|ucn-01|ucn-02
CHEMBL575448,bms-754807,2.0,Small molecule,4,,bms754807|bms-754807-01
CHEMBL5754780,asaretoclax,2.0,Small molecule,3,asaretoclax,
CHEMBL576982,quizartinib,4.0,Small molecule,22,quizartinib|quizartinib,ac-010220|ac010220|ac-220|ac220|asp-2689
CHEMBL578,enalapril,4.0,Small molecule,9,enalapril|enalapril,c09aa02
CHEMBL579205,flutemetamol,4.0,Small molecule,2,,
CHEMBL58,mitoxantrone,4.0,Small molecule,8,mitoxantrone,nsc-279836
CHEMBL5800160,brimarafenib,2.0,Small molecule,3,brimarafenib,
CHEMBL582,isopropyl alcohol,4.0,Small molecule,21,isopropyl alcohol component of chloraprep|isopropyl alcohol component of duraprep|isopropyl alcohol component of soluprep|manugel|medi-swab,fema no. 2929|nsc-135801
CHEMBL58323,lacosamide,4.0,Small molecule,27,erlosamide|lacosamide|lacosamide|lacosamide|lacosamide accord,add 243037|add-243037|add243037|spm 927|spm-927
CHEMBL58752,pimonidazole,2.0,Small molecule,9,pimonidazole,nsc-380540|pd 126675|pd-126675|ro 03-8799|ro-03-8799
CHEMBL5882296,enrupatinib,2.0,Small molecule,5,enrupatinib,ei1071
CHEMBL592445,gedatolisib,3.0,Small molecule,5,gedatolisib|gedatolisib,pf-05212384|pki-587
CHEMBL592868,estrogen,3.0,Small molecule,1,,
CHEMBL5939817,zeprumetostat,2.0,Small molecule,3,zeprumetostat,
CHEMBL595,pioglitazone,4.0,Small molecule,10,pioglitazone|pioglitazone,ad-4833|u-72107
CHEMBL596,fentanyl,4.0,Small molecule,61,breakyl|duragesic|duragesic-100|duragesic-12|duragesic-25,ad 923|ad-923|en-3267|ids-nf-001|n02ab03
CHEMBL599,meloxicam,4.0,Small molecule,61,acticam|anjeso|contacera|emdocam|flexicam,n-1539|n1539|uh-ac 62xx|uh-ac-62 xx
CHEMBL599552,indigo,3.0,Small molecule,17,,c.i.73000|nsc-8645
CHEMBL6,indomethacin,4.0,Small molecule,52,artracin|artracin sr|berlind 75 ret|flexin-25 continus|flexin-50 continus,nsc-757061|nsc-77541
CHEMBL601,aminolevulinic acid,4.0,Small molecule,3,,
